web-scraper-order,web-scraper-start-url,sequences,sequences-href
"1663256040-2408","http://www.allergenonline.org/databasebrowse.shtml","208342441","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=208342441"
"1663256040-2409","http://www.allergenonline.org/databasebrowse.shtml","74835477","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=74835477"
"1663256040-2410","http://www.allergenonline.org/databasebrowse.shtml","5622","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=5622"
"1663256040-2411","http://www.allergenonline.org/databasebrowse.shtml","69552","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=69552"
"1663256040-2412","http://www.allergenonline.org/databasebrowse.shtml","187281543","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=187281543"
"1663256040-2413","http://www.allergenonline.org/databasebrowse.shtml","94400907","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=94400907"
"1663256040-2414","http://www.allergenonline.org/databasebrowse.shtml","88770352","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=88770352"
"1663256040-2415","http://www.allergenonline.org/databasebrowse.shtml","58585070","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=58585070"
"1663256040-2416","http://www.allergenonline.org/databasebrowse.shtml","62910925","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=62910925"
"1663256040-2417","http://www.allergenonline.org/databasebrowse.shtml","29329817","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=29329817"
"1663256040-2418","http://www.allergenonline.org/databasebrowse.shtml","594708629","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=594708629"
"1663256040-2419","http://www.allergenonline.org/databasebrowse.shtml","594708627","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=594708627"
"1663256040-2420","http://www.allergenonline.org/databasebrowse.shtml","594708625","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=594708625"
"1663256040-2421","http://www.allergenonline.org/databasebrowse.shtml","594708623","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=594708623"
"1663256040-2422","http://www.allergenonline.org/databasebrowse.shtml","1346568","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1346568"
"1663256040-2423","http://www.allergenonline.org/databasebrowse.shtml","14423646","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=14423646"
"1663256040-2424","http://www.allergenonline.org/databasebrowse.shtml","256600126","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=256600126"
"1663256040-2425","http://www.allergenonline.org/databasebrowse.shtml","4761578","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4761578"
"1663256040-2426","http://www.allergenonline.org/databasebrowse.shtml","33300920","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=33300920"
"1663256040-2427","http://www.allergenonline.org/databasebrowse.shtml","550540827","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=550540827"
"1663256040-2428","http://www.allergenonline.org/databasebrowse.shtml","253289","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=253289"
"1663256040-2429","http://www.allergenonline.org/databasebrowse.shtml","1168390","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1168390"
"1663256040-2430","http://www.allergenonline.org/databasebrowse.shtml","1168391","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1168391"
"1663256040-2431","http://www.allergenonline.org/databasebrowse.shtml","46560474","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=46560474"
"1663256040-2432","http://www.allergenonline.org/databasebrowse.shtml","46560472","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=46560472"
"1663256040-2433","http://www.allergenonline.org/databasebrowse.shtml","46560476","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=46560476"
"1663256040-2434","http://www.allergenonline.org/databasebrowse.shtml","312233063","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=312233063"
"1663256040-2435","http://www.allergenonline.org/databasebrowse.shtml","375332427","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=375332427"
"1663256040-2436","http://www.allergenonline.org/databasebrowse.shtml","347447588","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=347447588"
"1663256040-2437","http://www.allergenonline.org/databasebrowse.shtml","1018736824","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1018736824"
"1663256040-2438","http://www.allergenonline.org/databasebrowse.shtml","1018736837","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1018736837"
"1663256040-2439","http://www.allergenonline.org/databasebrowse.shtml","1018736830","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1018736830"
"1663256040-2440","http://www.allergenonline.org/databasebrowse.shtml","26245447","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=26245447"
"1663256040-2441","http://www.allergenonline.org/databasebrowse.shtml","31322017","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=31322017"
"1663256040-2442","http://www.allergenonline.org/databasebrowse.shtml","15418705","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=15418705"
"1663256040-2443","http://www.allergenonline.org/databasebrowse.shtml","224747150","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=224747150"
"1663256040-2444","http://www.allergenonline.org/databasebrowse.shtml","3703107","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3703107"
"1663256040-2445","http://www.allergenonline.org/databasebrowse.shtml","5712199","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=5712199"
"1663256040-2446","http://www.allergenonline.org/databasebrowse.shtml","21314465","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21314465"
"1663256040-2447","http://www.allergenonline.org/databasebrowse.shtml","22135348","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=22135348"
"1663256040-2448","http://www.allergenonline.org/databasebrowse.shtml","112380623","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=112380623"
"1663256040-2449","http://www.allergenonline.org/databasebrowse.shtml","199732457","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=199732457"
"1663256040-2450","http://www.allergenonline.org/databasebrowse.shtml","224036293","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=224036293"
"1663256040-2451","http://www.allergenonline.org/databasebrowse.shtml","312233065","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=312233065"
"1663256040-2452","http://www.allergenonline.org/databasebrowse.shtml","5902968","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=5902968"
"1663256040-2453","http://www.allergenonline.org/databasebrowse.shtml","284810529","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=284810529"
"1663256040-2454","http://www.allergenonline.org/databasebrowse.shtml","431812555","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=431812555"
"1663256040-2455","http://www.allergenonline.org/databasebrowse.shtml","5923742","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=5923742"
"1663256040-2456","http://www.allergenonline.org/databasebrowse.shtml","17225991","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=17225991"
"1663256040-2457","http://www.allergenonline.org/databasebrowse.shtml","159163254","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=159163254"
"1663256040-2458","http://www.allergenonline.org/databasebrowse.shtml","75114094","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=75114094"
"1663256040-2459","http://www.allergenonline.org/databasebrowse.shtml","158121995","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=158121995"
"1663256040-2460","http://www.allergenonline.org/databasebrowse.shtml","37499626","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=37499626"
"1663256040-2461","http://www.allergenonline.org/databasebrowse.shtml","145904610","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=145904610"
"1663256040-2462","http://www.allergenonline.org/databasebrowse.shtml","169786740","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=169786740"
"1663256040-2463","http://www.allergenonline.org/databasebrowse.shtml","110676574","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=110676574"
"1663256040-2464","http://www.allergenonline.org/databasebrowse.shtml","161087230","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=161087230"
"1663256040-2465","http://www.allergenonline.org/databasebrowse.shtml","161610580","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=161610580"
"1663256040-2466","http://www.allergenonline.org/databasebrowse.shtml","113200509","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=113200509"
"1663256040-2467","http://www.allergenonline.org/databasebrowse.shtml","52001239","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=52001239"
"1663256040-2468","http://www.allergenonline.org/databasebrowse.shtml","71040655","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=71040655"
"1663256040-2469","http://www.allergenonline.org/databasebrowse.shtml","122218540","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=122218540"
"1663256040-2470","http://www.allergenonline.org/databasebrowse.shtml","52001241","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=52001241"
"1663256040-2471","http://www.allergenonline.org/databasebrowse.shtml","58371884","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=58371884"
"1663256040-2472","http://www.allergenonline.org/databasebrowse.shtml","322812205","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=322812205"
"1663256040-2473","http://www.allergenonline.org/databasebrowse.shtml","573005946","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=573005946"
"1663256040-2474","http://www.allergenonline.org/databasebrowse.shtml","1190354092","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1190354092"
"1663256040-2475","http://www.allergenonline.org/databasebrowse.shtml","1026259951","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1026259951"
"1663256040-2476","http://www.allergenonline.org/databasebrowse.shtml","1026259949","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1026259949"
"1663256040-2477","http://www.allergenonline.org/databasebrowse.shtml","1190354094","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1190354094"
"1663256040-2478","http://www.allergenonline.org/databasebrowse.shtml","1190354096","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1190354096"
"1663256040-2479","http://www.allergenonline.org/databasebrowse.shtml","1026259957","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1026259957"
"1663256040-2480","http://www.allergenonline.org/databasebrowse.shtml","1343071174","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1343071174"
"1663256040-2481","http://www.allergenonline.org/databasebrowse.shtml","1190354098","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1190354098"
"1663256040-2482","http://www.allergenonline.org/databasebrowse.shtml","1026259961","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1026259961"
"1663256040-2483","http://www.allergenonline.org/databasebrowse.shtml","1026259959","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1026259959"
"1663256040-2484","http://www.allergenonline.org/databasebrowse.shtml","1343071177","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1343071177"
"1663256040-2485","http://www.allergenonline.org/databasebrowse.shtml","1190354100","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1190354100"
"1663256040-2486","http://www.allergenonline.org/databasebrowse.shtml","1026259965","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1026259965"
"1663256040-2487","http://www.allergenonline.org/databasebrowse.shtml","1026259963","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1026259963"
"1663256040-2488","http://www.allergenonline.org/databasebrowse.shtml","1343071179","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1343071179"
"1663256040-2489","http://www.allergenonline.org/databasebrowse.shtml","573005954","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=573005954"
"1663256040-2490","http://www.allergenonline.org/databasebrowse.shtml","1190354102","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1190354102"
"1663256040-2491","http://www.allergenonline.org/databasebrowse.shtml","1026259969","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1026259969"
"1663256040-2492","http://www.allergenonline.org/databasebrowse.shtml","1343071181","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1343071181"
"1663256040-2493","http://www.allergenonline.org/databasebrowse.shtml","573005956","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=573005956"
"1663256040-2494","http://www.allergenonline.org/databasebrowse.shtml","1190354104","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1190354104"
"1663256040-2495","http://www.allergenonline.org/databasebrowse.shtml","1343071183","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1343071183"
"1663256040-2496","http://www.allergenonline.org/databasebrowse.shtml","27818335","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=27818335"
"1663256040-2497","http://www.allergenonline.org/databasebrowse.shtml","148887203","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=148887203"
"1663256040-2498","http://www.allergenonline.org/databasebrowse.shtml","73621307","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=73621307"
"1663256040-2499","http://www.allergenonline.org/databasebrowse.shtml","189544578","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=189544578"
"1663256040-2500","http://www.allergenonline.org/databasebrowse.shtml","189544584","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=189544584"
"1663256040-2501","http://www.allergenonline.org/databasebrowse.shtml","189544590","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=189544590"
"1663256040-2502","http://www.allergenonline.org/databasebrowse.shtml","189544595","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=189544595"
"1663256040-2503","http://www.allergenonline.org/databasebrowse.shtml","1595430506","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1595430506"
"1663256040-2504","http://www.allergenonline.org/databasebrowse.shtml","25955969","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=25955969"
"1663256040-2505","http://www.allergenonline.org/databasebrowse.shtml","25955971","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=25955971"
"1663256040-2506","http://www.allergenonline.org/databasebrowse.shtml","1035439202","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1035439202"
"1663256040-2507","http://www.allergenonline.org/databasebrowse.shtml","1486941866","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1486941866"
"1663256040-2508","http://www.allergenonline.org/databasebrowse.shtml","62530263","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=62530263"
"1663256040-2509","http://www.allergenonline.org/databasebrowse.shtml","62530265","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=62530265"
"1663256040-2510","http://www.allergenonline.org/databasebrowse.shtml","23894232","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=23894232"
"1663256040-2511","http://www.allergenonline.org/databasebrowse.shtml","23894240","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=23894240"
"1663256040-2512","http://www.allergenonline.org/databasebrowse.shtml","23894244","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=23894244"
"1663256040-2513","http://www.allergenonline.org/databasebrowse.shtml","219687753","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=219687753"
"1663256040-2514","http://www.allergenonline.org/databasebrowse.shtml","2735096","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2735096"
"1663256040-2515","http://www.allergenonline.org/databasebrowse.shtml","2735098","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2735098"
"1663256040-2516","http://www.allergenonline.org/databasebrowse.shtml","2735102","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2735102"
"1663256040-2517","http://www.allergenonline.org/databasebrowse.shtml","2735106","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2735106"
"1663256040-2518","http://www.allergenonline.org/databasebrowse.shtml","2735108","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2735108"
"1663256040-2519","http://www.allergenonline.org/databasebrowse.shtml","2735110","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2735110"
"1663256040-2520","http://www.allergenonline.org/databasebrowse.shtml","2735112","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2735112"
"1663256040-2521","http://www.allergenonline.org/databasebrowse.shtml","2735114","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2735114"
"1663256040-2522","http://www.allergenonline.org/databasebrowse.shtml","2735118","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2735118"
